season,year,hour,day,count
2,0,7,1,328
2,0,8,1,476
2,0,9,1,224
2,0,10,1,118
2,0,11,1,159
2,0,12,1,196
2,0,13,1,227
2,0,14,1,200
2,0,15,1,185
2,0,16,1,326
2,0,17,1,601
2,0,18,1,586
2,0,19,1,423
2,0,20,1,331
2,0,21,1,218
2,0,22,1,134
2,0,23,1,89
2,0,0,2,31
2,0,1,2,13
2,0,2,2,10
2,0,3,2,2
2,0,4,2,3
2,0,5,2,26
2,0,6,2,113
2,0,7,2,365
2,0,8,2,486
2,0,9,2,193
2,0,10,2,130
2,0,11,2,143
2,0,12,2,169
2,0,13,2,209
2,0,14,2,159
2,0,15,2,178
2,0,16,2,330
2,0,17,2,569
2,0,18,2,538
2,0,19,2,386
2,0,20,2,297
2,0,21,2,243
2,0,22,2,188
2,0,23,2,110
2,0,0,3,52
2,0,1,3,14
2,0,2,3,9
2,0,3,3,1
2,0,4,3,4
2,0,5,3,21
2,0,6,3,121
2,0,7,3,370
2,0,8,3,498
2,0,9,3,207
2,0,10,3,135
2,0,11,3,164
2,0,12,3,211
2,0,13,3,189
2,0,14,3,178
2,0,15,3,164
2,0,16,3,312
2,0,17,3,638
2,0,18,3,607
2,0,19,3,416
2,0,20,3,330
2,0,21,3,257
2,0,22,3,175
2,0,23,3,107
2,0,0,4,47
2,0,1,4,17
2,0,2,4,5
2,0,3,4,4
2,0,4,4,6
2,0,5,4,25
2,0,6,4,112
2,0,7,4,188
2,0,8,4,388
2,0,9,4,261
2,0,10,4,121
2,0,11,4,150
2,0,12,4,206
2,0,13,4,151
2,0,14,4,153
2,0,15,4,159
2,0,16,4,294
2,0,17,4,272
2,0,18,4,325
2,0,19,4,327
2,0,20,4,201
2,0,21,4,188
2,0,22,4,151
2,0,23,4,16
2,0,0,5,24
2,0,1,5,23
2,0,2,5,13
2,0,3,5,6
2,0,4,5,6
2,0,5,5,13
2,0,6,5,97
2,0,7,5,250
2,0,8,5,454
2,0,9,5,224
2,0,10,5,170
2,0,11,5,181
2,0,12,5,243
2,0,13,5,204
2,0,14,5,215
2,0,15,5,243
2,0,16,5,355
2,0,17,5,552
2,0,18,5,450
2,0,19,5,328
2,0,20,5,232
2,0,21,5,208
2,0,22,5,175
2,0,23,5,178
2,0,0,6,104
2,0,1,6,95
2,0,2,6,53
2,0,3,6,20
2,0,4,6,5
2,0,5,6,7
2,0,6,6,27
2,0,7,6,57
2,0,8,6,131
2,0,9,6,218
2,0,10,6,244
2,0,11,6,404
2,0,12,6,420
2,0,13,6,327
2,0,14,6,334
2,0,15,6,367
2,0,16,6,468
2,0,17,6,449
2,0,18,6,381
2,0,19,6,326
2,0,20,6,188
2,0,21,6,183
2,0,22,6,161
2,0,23,6,150
2,0,0,0,89
2,0,1,0,76
2,0,2,0,72
2,0,3,0,30
2,0,4,0,17
2,0,5,0,19
2,0,6,0,33
2,0,7,0,71
2,0,8,0,84
2,0,9,0,169
2,0,10,0,244
2,0,11,0,377
2,0,12,0,396
2,0,13,0,363
2,0,14,0,317
2,0,15,0,362
2,0,16,0,378
2,0,17,0,397
2,0,18,0,296
2,0,19,0,311
2,0,20,0,232
2,0,21,0,167
2,0,22,0,152
2,0,23,0,92
2,0,0,1,26
2,0,1,1,12
2,0,2,1,2
2,0,3,1,1
2,0,4,1,3
2,0,5,1,3
2,0,6,1,26
2,0,7,1,46
2,0,8,1,221
2,0,9,1,219
2,0,10,1,91
2,0,11,1,94
2,0,12,1,162
2,0,13,1,179
2,0,14,1,175
2,0,15,1,205
2,0,16,1,299
2,0,17,1,565
2,0,18,1,538
2,0,19,1,431
2,0,20,1,316
2,0,21,1,206
2,0,22,1,130
2,0,23,1,60
3,0,0,2,33
3,0,1,2,14
3,0,2,2,6
3,0,3,2,2
3,0,4,2,9
3,0,5,2,25
3,0,6,2,115
3,0,7,2,309
3,0,8,2,401
3,0,9,2,275
3,0,10,2,161
3,0,11,2,171
3,0,12,2,189
3,0,13,2,207
3,0,14,2,152
3,0,15,2,170
3,0,16,2,335
3,0,17,2,572
3,0,18,2,536
3,0,19,2,425
3,0,20,2,326
3,0,21,2,229
3,0,22,2,109
3,0,23,2,64
3,0,0,3,33
3,0,1,3,21
3,0,2,3,7
3,0,3,3,7
3,0,4,3,11
3,0,5,3,23
3,0,6,3,122
3,0,7,3,311
3,0,8,3,423
3,0,9,3,219
3,0,10,3,135
3,0,11,3,145
3,0,12,3,188
3,0,13,3,147
3,0,14,3,145
3,0,15,3,146
3,0,16,3,258
3,0,17,3,529
3,0,18,3,513
3,0,19,3,342
3,0,20,3,282
3,0,21,3,247
3,0,22,3,148
3,0,23,3,105
3,0,0,4,49
3,0,1,4,31
3,0,2,4,4
3,0,3,4,5
3,0,4,4,7
3,0,5,4,24
3,0,6,4,100
3,0,7,4,327
3,0,8,4,432
3,0,9,4,227
3,0,10,4,127
3,0,11,4,136
3,0,12,4,160
3,0,13,4,186
3,0,14,4,149
3,0,15,4,189
3,0,16,4,275
3,0,17,4,569
3,0,18,4,540
3,0,19,4,400
3,0,20,4,352
3,0,21,4,234
3,0,22,4,162
3,0,23,4,105
3,0,0,5,63
3,0,1,5,28
3,0,2,5,14
3,0,3,5,5
3,0,4,5,9
3,0,5,5,20
3,0,6,5,91
3,0,7,5,268
3,0,8,5,466
3,0,9,5,231
3,0,10,5,145
3,0,11,5,203
3,0,12,5,201
3,0,13,5,221
3,0,14,5,229
3,0,15,5,216
3,0,16,5,327
3,0,17,5,557
3,0,18,5,452
3,0,19,5,385
3,0,20,5,288
3,0,21,5,233
3,0,22,5,167
3,0,23,5,172
3,0,0,6,116
3,0,1,6,95
3,0,2,6,59
3,0,3,6,39
3,0,4,6,11
3,0,5,6,14
3,0,6,6,29
3,0,7,6,42
3,0,8,6,112
3,0,9,6,186
3,0,10,6,302
3,0,11,6,331
3,0,12,6,392
3,0,13,6,371
3,0,14,6,383
3,0,15,6,392
3,0,16,6,410
3,0,17,6,399
3,0,18,6,307
3,0,19,6,375
3,0,20,6,269
3,0,21,6,202
3,0,22,6,187
3,0,23,6,179
3,0,0,0,115
3,0,1,0,90
3,0,2,0,87
3,0,3,0,34
3,0,4,0,11
3,0,5,0,12
3,0,6,0,20
3,0,7,0,51
3,0,8,0,107
3,0,9,0,206
3,0,10,0,332
3,0,11,0,346
3,0,12,0,443
3,0,13,0,442
3,0,14,0,443
3,0,15,0,403
3,0,16,0,455
3,0,17,0,421
3,0,18,0,382
3,0,19,0,317
3,0,20,0,213
3,0,21,0,183
3,0,22,0,114
3,0,23,0,78
3,0,0,1,32
3,0,1,1,15
3,0,2,1,6
3,0,3,1,2
3,0,4,1,9
3,0,5,1,22
3,0,6,1,94
3,0,7,1,261
3,0,8,1,447
3,0,9,1,187
3,0,10,1,150
3,0,11,1,150
3,0,12,1,170
3,0,13,1,164
3,0,14,1,158
3,0,15,1,202
3,0,16,1,275
3,0,17,1,604
3,0,18,1,591
3,0,19,1,396
3,0,20,1,305
3,0,21,1,242
3,0,22,1,145
3,0,23,1,81
3,0,0,2,30
3,0,1,2,13
3,0,2,2,11
3,0,3,2,2
3,0,4,2,8
3,0,5,2,21
3,0,6,2,124
3,0,7,2,347
3,0,8,2,456
3,0,9,2,246
3,0,10,2,157
3,0,11,2,167
3,0,12,2,202
3,0,13,2,189
3,0,14,2,160
3,0,15,2,166
3,0,16,2,261
3,0,17,2,579
3,0,18,2,504
3,0,19,2,299
3,0,20,2,296
3,0,21,2,195
3,0,22,2,134
3,0,23,2,81
3,0,0,3,36
3,0,1,3,28
3,0,2,3,16
3,0,3,3,5
3,0,4,3,5
3,0,5,3,22
3,0,6,3,116
3,0,7,3,336
3,0,8,3,540
3,0,9,3,221
3,0,10,3,126
3,0,11,3,170
3,0,12,3,243
3,0,13,3,231
3,0,14,3,188
3,0,15,3,189
3,0,16,3,328
3,0,17,3,570
3,0,18,3,588
3,0,19,3,401
3,0,20,3,333
3,0,21,3,221
3,0,22,3,183
3,0,23,3,129
3,0,0,4,54
3,0,1,4,32
3,0,2,4,8
3,0,3,4,9
3,0,4,4,6
3,0,5,4,25
3,0,6,4,123
3,0,7,4,320
3,0,8,4,555
3,0,9,4,260
3,0,10,4,132
3,0,11,4,169
3,0,12,4,233
3,0,13,4,232
3,0,14,4,163
3,0,15,4,240
3,0,16,4,323
3,0,17,4,594
3,0,18,4,586
3,0,19,4,455
3,0,20,4,340
3,0,21,4,323
3,0,22,4,207
3,0,23,4,126
3,0,0,5,68
3,0,1,5,31
3,0,2,5,13
3,0,3,5,11
3,0,4,5,6
3,0,5,5,30
3,0,6,5,108
3,0,7,5,243
3,0,8,5,492
3,0,9,5,260
3,0,10,5,170
3,0,11,5,214
3,0,12,5,263
3,0,13,5,292
3,0,14,5,303
3,0,15,5,381
3,0,16,5,427
3,0,17,5,461
3,0,18,5,422
3,0,19,5,318
3,0,20,5,269
3,0,21,5,218
3,0,22,5,222
3,0,23,5,140
3,0,0,6,115
3,0,1,6,78
3,0,2,6,52
3,0,3,6,26
3,0,4,6,11
3,0,5,6,14
3,0,6,6,32
3,0,7,6,45
3,0,8,6,132
3,0,9,6,179
3,0,10,6,271
3,0,11,6,357
3,0,12,6,374
3,0,13,6,404
3,0,14,6,392
3,0,15,6,331
3,0,16,6,398
3,0,17,6,349
3,0,18,6,383
3,0,19,6,305
3,0,20,6,284
3,0,21,6,232
3,0,22,6,201
3,0,23,6,154
3,0,0,0,144
3,0,1,0,78
3,0,2,0,69
3,0,3,0,33
3,0,4,0,5
3,0,5,0,1
3,0,6,0,3
3,0,7,0,25
3,0,8,0,92
3,0,9,0,181
3,0,10,0,264
3,0,11,0,390
3,0,12,0,404
3,0,13,0,421
3,0,14,0,375
3,0,15,0,376
3,0,16,0,414
3,0,17,0,358
3,0,18,0,181
3,0,19,0,183
3,0,20,0,176
3,0,21,0,167
3,0,22,0,162
3,0,23,0,147
3,0,0,1,140
3,0,1,1,119
3,0,2,1,63
3,0,3,1,26
3,0,4,1,12
3,0,5,1,4
3,0,6,1,16
3,0,7,1,36
3,0,8,1,86
3,0,9,1,238
3,0,10,1,280
3,0,11,1,349
3,0,12,1,447
3,0,13,1,423
3,0,14,1,408
3,0,15,1,408
3,0,16,1,452
3,0,17,1,436
3,0,18,1,418
3,0,19,1,375
3,0,20,1,386
3,0,21,1,457
3,0,22,1,326
3,0,23,1,138
3,0,0,2,55
3,0,1,2,39
3,0,2,2,13
3,0,3,2,8
3,0,4,2,5
3,0,5,2,20
3,0,6,2,94
3,0,7,2,270
3,0,8,2,432
3,0,9,2,227
3,0,10,2,139
3,0,11,2,172
3,0,12,2,201
3,0,13,2,203
3,0,14,2,178
3,0,15,2,162
3,0,16,2,281
3,0,17,2,545
3,0,18,2,496
3,0,19,2,368
3,0,20,2,284
3,0,21,2,245
3,0,22,2,155
3,0,23,2,73
3,0,0,3,37
3,0,1,3,15
3,0,2,3,5
3,0,3,3,6
3,0,4,3,6
3,0,5,3,35
3,0,6,3,121
3,0,7,3,312
3,0,8,3,428
3,0,9,3,189
3,0,10,3,43
3,0,11,3,127
3,0,12,3,152
3,0,13,3,140
3,0,14,3,163
3,0,15,3,185
3,0,16,3,275
3,0,17,3,596
3,0,18,3,563
3,0,19,3,394
3,0,20,3,312
3,0,21,3,241
3,0,22,3,186
3,0,23,3,98
3,0,0,4,35
3,0,1,4,16
3,0,2,4,8
3,0,3,4,4
3,0,4,4,4
3,0,5,4,32
3,0,6,4,118
3,0,7,4,292
3,0,8,4,443
3,0,9,4,179
3,0,10,4,101
3,0,11,4,142
3,0,12,4,171
3,0,13,4,155
3,0,14,4,160
3,0,15,4,166
3,0,16,4,265
3,0,17,4,569
3,0,18,4,562
3,0,19,4,365
3,0,20,4,285
3,0,21,4,209
3,0,22,4,182
3,0,23,4,129
3,0,0,5,47
3,0,1,5,34
3,0,2,5,22
3,0,3,5,6
3,0,4,5,11
3,0,5,5,27
3,0,6,5,102
3,0,7,5,332
3,0,8,5,457
3,0,9,5,241
3,0,10,5,138
3,0,11,5,165
3,0,12,5,213
3,0,13,5,229
3,0,14,5,216
3,0,15,5,141
3,0,16,5,132
3,0,17,5,167
3,0,18,5,316
3,0,19,5,270
3,0,20,5,250
3,0,21,5,204
3,0,22,5,169
3,0,23,5,151
3,0,0,6,121
3,0,1,6,53
3,0,2,6,55
3,0,3,6,30
3,0,4,6,6
3,0,5,6,15
3,0,6,6,38
3,0,7,6,71
3,0,8,6,182
3,0,9,6,247
3,0,10,6,264
3,0,11,6,290
3,0,12,6,366
3,0,13,6,416
3,0,14,6,373
3,0,15,6,402
3,0,16,6,416
3,0,17,6,401
3,0,18,6,378
3,0,19,6,306
3,0,20,6,314
3,0,21,6,238
3,0,22,6,214
3,0,23,6,140
3,0,0,0,154
3,0,1,0,113
3,0,2,0,96
3,0,3,0,25
3,0,4,0,5
3,0,5,0,17
3,0,6,0,25
3,0,7,0,65
3,0,8,0,92
3,0,9,0,169
3,0,10,0,268
3,0,11,0,287
3,0,12,0,377
3,0,13,0,367
3,0,14,0,349
3,0,15,0,361
3,0,16,0,372
3,0,17,0,363
3,0,18,0,363
3,0,19,0,303
3,0,20,0,268
3,0,21,0,227
3,0,22,0,143
3,0,23,0,72
3,0,0,1,35
3,0,1,1,10
3,0,2,1,12
3,0,3,1,10
3,0,4,1,4
3,0,5,1,26
3,0,6,1,121
3,0,7,1,317
3,0,8,1,420
3,0,9,1,208
3,0,10,1,117
3,0,11,1,128
3,0,12,1,148
3,0,13,1,141
3,0,14,1,134
3,0,15,1,146
3,0,16,1,239
3,0,17,1,514
3,0,18,1,472
3,0,19,1,373
3,0,20,1,236
3,0,21,1,130
3,0,22,1,90
3,0,23,1,55
3,0,0,2,22
3,0,1,2,14
3,0,2,2,9
3,0,3,2,8
3,0,4,2,6
3,0,5,2,25
3,0,6,2,115
3,0,7,2,330
3,0,8,2,417
3,0,9,2,176
3,0,10,2,123
3,0,11,2,125
3,0,12,2,163
3,0,13,2,136
3,0,14,2,124
3,0,15,2,148
3,0,16,2,202
3,0,17,2,428
3,0,18,2,511
3,0,19,2,337
3,0,20,2,308
3,0,21,2,258
3,0,22,2,194
3,0,23,2,79
3,0,0,3,46
3,0,1,3,12
3,0,2,3,5
3,0,3,3,4
3,0,4,3,5
3,0,5,3,26
3,0,6,3,121
3,0,7,3,313
3,0,8,3,449
3,0,9,3,186
3,0,10,3,113
3,0,11,3,165
3,0,12,3,174
3,0,13,3,158
3,0,14,3,116
3,0,15,3,46
3,0,16,3,141
3,0,17,3,488
3,0,18,3,463
3,0,19,3,419
3,0,20,3,342
3,0,21,3,250
3,0,22,3,184
3,0,23,3,116
3,0,0,4,46
3,0,1,4,25
3,0,2,4,10
3,0,3,4,6
3,0,4,4,6
3,0,5,4,28
3,0,6,4,130
3,0,7,4,334
3,0,8,4,486
3,0,9,4,224
3,0,10,4,127
3,0,11,4,148
3,0,12,4,223
3,0,13,4,177
3,0,14,4,178
3,0,15,4,180
3,0,16,4,274
3,0,17,4,595
3,0,18,4,578
3,0,19,4,400
3,0,20,4,348
3,0,21,4,261
3,0,22,4,176
3,0,23,4,124
3,0,0,5,80
3,0,1,5,20
3,0,2,5,38
3,0,3,5,7
3,0,4,5,10
3,0,5,5,23
3,0,6,5,120
3,0,7,5,274
3,0,8,5,564
3,0,9,5,207
3,0,10,5,166
3,0,11,5,210
3,0,12,5,238
3,0,13,5,247
3,0,14,5,265
3,0,15,5,237
3,0,16,5,361
3,0,17,5,587
3,0,18,5,496
3,0,19,5,394
3,0,20,5,343
3,0,21,5,261
3,0,22,5,223
3,0,23,5,167
3,0,0,6,110
3,0,1,6,75
3,0,2,6,58
3,0,3,6,26
3,0,4,6,16
3,0,5,6,10
3,0,6,6,37
3,0,7,6,52
3,0,8,6,127
3,0,9,6,222
3,0,10,6,322
3,0,11,6,396
3,0,12,6,463
3,0,13,6,497
3,0,14,6,433
3,0,15,6,428
3,0,16,6,425
3,0,17,6,475
3,0,18,6,428
3,0,19,6,406
3,0,20,6,296
3,0,21,6,252
3,0,22,6,201
3,0,23,6,168
3,0,0,0,125
3,0,1,0,102
3,0,2,0,94
3,0,3,0,47
3,0,4,0,10
3,0,5,0,12
3,0,6,0,21
3,0,7,0,50
3,0,8,0,118
3,0,9,0,184
3,0,10,0,304
3,0,11,0,391
3,0,12,0,420
3,0,13,0,472
3,0,14,0,430
3,0,15,0,324
3,0,16,0,317
3,0,17,0,369
3,0,18,0,390
3,0,19,0,379
3,0,20,0,262
3,0,21,0,207
3,0,22,0,181
3,0,23,0,93
3,0,0,1,51
3,0,1,1,25
3,0,2,1,10
3,0,3,1,7
3,0,4,1,4
3,0,5,1,17
3,0,6,1,105
3,0,7,1,277
3,0,8,1,347
3,0,9,1,203
3,0,10,1,130
3,0,11,1,141
3,0,12,1,165
3,0,13,1,152
3,0,14,1,138
3,0,15,1,164
3,0,16,1,265
3,0,17,1,545
3,0,18,1,558
3,0,19,1,398
3,0,20,1,323
3,0,21,1,202
3,0,22,1,140
3,0,23,1,91
3,0,0,2,51
3,0,1,2,13
3,0,2,2,13
3,0,3,2,3
3,0,4,2,5
3,0,5,2,19
3,0,6,2,134
3,0,7,2,315
3,0,8,2,412
3,0,9,2,199
3,0,10,2,141
3,0,11,2,127
3,0,12,2,153
3,0,13,2,172
3,0,14,2,152
3,0,15,2,158
3,0,16,2,277
3,0,17,2,513
3,0,18,2,530
3,0,19,2,388
3,0,20,2,277
3,0,21,2,241
3,0,22,2,156
3,0,23,2,92
3,0,0,3,40
3,0,1,3,11
3,0,2,3,9
3,0,3,3,6
3,0,4,3,4
3,0,5,3,23
3,0,6,3,116
3,0,7,3,303
3,0,8,3,438
3,0,9,3,209
3,0,10,3,110
3,0,11,3,142
3,0,12,3,149
3,0,13,3,120
3,0,14,3,127
3,0,15,3,138
3,0,16,3,234
3,0,17,3,455
3,0,18,3,497
3,0,19,3,382
3,0,20,3,309
3,0,21,3,242
3,0,22,3,169
3,0,23,3,99
3,0,0,4,42
3,0,1,4,21
3,0,2,4,6
3,0,3,4,6
3,0,4,4,4
3,0,5,4,18
3,0,6,4,117
3,0,7,4,274
3,0,8,4,381
3,0,9,4,200
3,0,10,4,78
3,0,11,4,106
3,0,12,4,135
3,0,13,4,102
3,0,14,4,147
3,0,15,4,133
3,0,16,4,210
3,0,17,4,414
3,0,18,4,382
3,0,19,4,284
3,0,20,4,237
3,0,21,4,225
3,0,22,4,149
3,0,23,4,113
3,0,0,5,60
3,0,1,5,24
3,0,2,5,14
3,0,3,5,7
3,0,4,5,13
3,0,5,5,19
3,0,6,5,96
3,0,7,5,252
3,0,8,5,322
3,0,9,5,208
3,0,10,5,115
3,0,11,5,109
3,0,12,5,115
3,0,13,5,123
3,0,14,5,101
3,0,15,5,133
3,0,16,5,182
3,0,17,5,306
3,0,18,5,284
3,0,19,5,250
3,0,20,5,212
3,0,21,5,190
3,0,22,5,149
3,0,23,5,103
3,0,0,6,101
3,0,1,6,70
3,0,2,6,61
3,0,3,6,22
3,0,4,6,9
3,0,5,6,7
3,0,6,6,25
3,0,7,6,45
3,0,8,6,109
3,0,9,6,132
3,0,10,6,198
3,0,11,6,216
3,0,12,6,235
3,0,13,6,245
3,0,14,6,236
3,0,15,6,215
3,0,16,6,221
3,0,17,6,197
3,0,18,6,196
3,0,19,6,217
3,0,20,6,145
3,0,21,6,154
3,0,22,6,125
3,0,23,6,104
3,0,0,0,119
3,0,1,0,96
3,0,2,0,60
3,0,3,0,37
3,0,4,0,6
3,0,5,0,8
3,0,6,0,22
3,0,7,0,35
3,0,8,0,104
3,0,9,0,154
3,0,10,0,226
3,0,11,0,243
3,0,12,0,246
3,0,13,0,252
3,0,14,0,283
3,0,15,0,238
3,0,16,0,249
3,0,17,0,249
3,0,18,0,243
3,0,19,0,240
3,0,20,0,195
3,0,21,0,153
3,0,22,0,98
3,0,23,0,50
3,0,0,1,34
3,0,1,1,12
3,0,2,1,6
3,0,3,1,4
3,0,4,1,6
3,0,5,1,24
3,0,6,1,107
3,0,7,1,277
3,0,8,1,387
3,0,9,1,135
3,0,10,1,84
3,0,11,1,107
3,0,12,1,67
3,0,13,1,78
3,0,14,1,90
3,0,15,1,112
3,0,16,1,198
3,0,17,1,485
3,0,18,1,533
3,0,19,1,386
3,0,20,1,302
3,0,21,1,194
3,0,22,1,125
3,0,23,1,87
3,0,0,2,28
3,0,1,2,12
3,0,2,2,7
3,0,3,2,4
3,0,4,2,6
3,0,5,2,27
3,0,6,2,110
3,0,7,2,318
3,0,8,2,424
3,0,9,2,187
3,0,10,2,138
3,0,11,2,151
3,0,12,2,147
3,0,13,2,182
3,0,14,2,147
3,0,15,2,163
3,0,16,2,254
3,0,17,2,537
3,0,18,2,546
3,0,19,2,398
3,0,20,2,290
3,0,21,2,267
3,0,22,2,158
3,0,23,2,89
3,0,0,3,45
3,0,1,3,10
3,0,2,3,6
3,0,3,3,4
3,0,4,3,4
3,0,5,3,18
3,0,6,3,123
3,0,7,3,347
3,0,8,3,433
3,0,9,3,216
3,0,10,3,114
3,0,11,3,136
3,0,12,3,169
3,0,13,3,180
3,0,14,3,127
3,0,15,3,140
3,0,16,3,268
3,0,17,3,572
3,0,18,3,541
3,0,19,3,375
3,0,20,3,294
3,0,21,3,245
3,0,22,3,180
3,0,23,3,109
3,0,0,4,45
3,0,1,4,29
3,0,2,4,7
3,0,3,4,5
3,0,4,4,6
3,0,5,4,27
3,0,6,4,116
3,0,7,4,305
3,0,8,4,456
3,0,9,4,210
3,0,10,4,116
3,0,11,4,154
3,0,12,4,186
3,0,13,4,152
3,0,14,4,138
3,0,15,4,146
3,0,16,4,256
3,0,17,4,468
3,0,18,4,483
3,0,19,4,322
3,0,20,4,270
3,0,21,4,196
3,0,22,4,174
3,0,23,4,123
3,0,0,5,57
3,0,1,5,34
3,0,2,5,13
3,0,3,5,11
3,0,4,5,6
3,0,5,5,27
3,0,6,5,90
3,0,7,5,254
3,0,8,5,384
3,0,9,5,179
3,0,10,5,106
3,0,11,5,161
3,0,12,5,135
3,0,13,5,156
3,0,14,5,148
3,0,15,5,169
3,0,16,5,233
3,0,17,5,421
3,0,18,5,362
3,0,19,5,241
3,0,20,5,206
3,0,21,5,163
3,0,22,5,174
3,0,23,5,116
3,0,0,6,133
3,0,1,6,90
3,0,2,6,42
3,0,3,6,43
3,0,4,6,10
3,0,5,6,13
3,0,6,6,24
3,0,7,6,42
3,0,8,6,114
3,0,9,6,174
3,0,10,6,261
3,0,11,6,317
3,0,12,6,341
3,0,13,6,308
3,0,14,6,305
3,0,15,6,302
3,0,16,6,302
3,0,17,6,302
3,0,18,6,299
3,0,19,6,256
3,0,20,6,206
3,0,21,6,205
3,0,22,6,209
3,0,23,6,177
3,0,0,0,113
3,0,1,0,79
3,0,2,0,67
3,0,3,0,50
3,0,4,0,13
3,0,5,0,8
3,0,6,0,13
3,0,7,0,45
3,0,8,0,142
3,0,9,0,183
3,0,10,0,254
3,0,11,0,275
3,0,12,0,338
3,0,13,0,294
3,0,14,0,326
3,0,15,0,293
3,0,16,0,306
3,0,17,0,320
3,0,18,0,304
3,0,19,0,274
3,0,20,0,275
3,0,21,0,164
3,0,22,0,96
3,0,23,0,70
3,0,0,1,29
3,0,1,1,17
3,0,2,1,11
3,0,3,1,4
3,0,4,1,4
3,0,5,1,26
3,0,6,1,100
3,0,7,1,282
3,0,8,1,382
3,0,9,1,166
3,0,10,1,97
3,0,11,1,119
3,0,12,1,168
3,0,13,1,150
3,0,14,1,123
3,0,15,1,129
3,0,16,1,231
3,0,17,1,514
3,0,18,1,543
3,0,19,1,413
3,0,20,1,305
3,0,21,1,220
3,0,22,1,137
3,0,23,1,96
3,0,0,2,29
3,0,1,2,12
3,0,2,2,8
3,0,3,2,5
3,0,4,2,10
3,0,5,2,21
3,0,6,2,117
3,0,7,2,335
3,0,8,2,435
3,0,9,2,213
3,0,10,2,140
3,0,11,2,128
3,0,12,2,157
3,0,13,2,203
3,0,14,2,159
3,0,15,2,168
3,0,16,2,274
3,0,17,2,556
3,0,18,2,556
3,0,19,2,454
3,0,20,2,288
3,0,21,2,254
3,0,22,2,191
3,0,23,2,132
3,0,0,3,43
3,0,1,3,16
3,0,2,3,11
3,0,3,3,4
3,0,4,3,7
3,0,5,3,24
3,0,6,3,110
3,0,7,3,271
3,0,8,3,437
3,0,9,3,195
3,0,10,3,68
3,0,11,3,122
3,0,12,3,161
3,0,13,3,144
3,0,14,3,147
3,0,15,3,118
3,0,16,3,150
3,0,17,3,425
3,0,18,3,492
3,0,19,3,321
3,0,20,3,87
3,0,21,3,88
3,0,22,3,77
3,0,23,3,56
3,0,0,4,17
3,0,1,4,17
3,0,2,4,7
3,0,3,4,3
3,0,4,4,7
3,0,5,4,20
3,0,6,4,97
3,0,7,4,282
3,0,8,4,398
3,0,9,4,187
3,0,10,4,113
3,0,11,4,149
3,0,12,4,205
3,0,13,4,205
3,0,14,4,167
3,0,15,4,165
3,0,16,4,290
3,0,17,4,555
3,0,18,4,523
3,0,19,4,366
3,0,20,4,286
3,0,21,4,211
3,0,22,4,174
3,0,23,4,132
3,0,0,5,54
3,0,1,5,19
3,0,2,5,19
3,0,3,5,6
3,0,4,5,7
3,0,5,5,16
3,0,6,5,101
3,0,7,5,270
3,0,8,5,454
3,0,9,5,226
3,0,10,5,163
3,0,11,5,147
3,0,12,5,216
3,0,13,5,204
3,0,14,5,245
3,0,15,5,210
3,0,16,5,330
3,0,17,5,550
3,0,18,5,466
3,0,19,5,372
3,0,20,5,291
3,0,21,5,173
3,0,22,5,188
3,0,23,5,139
3,0,0,6,133
3,0,1,6,67
3,0,2,6,53
3,0,3,6,42
3,0,4,6,10
3,0,5,6,6
3,0,6,6,27
3,0,7,6,63
3,0,8,6,121
3,0,9,6,215
3,0,10,6,290
3,0,11,6,349
3,0,12,6,382
3,0,13,6,441
3,0,14,6,380
3,0,15,6,362
3,0,16,6,343
3,0,17,6,149
3,0,18,6,211
3,0,19,6,171
3,0,20,6,137
3,0,21,6,114
3,0,22,6,120
3,0,23,6,108
3,0,0,0,80
3,0,1,0,73
3,0,2,0,66
3,0,3,0,32
3,0,4,0,6
3,0,5,0,5
3,0,6,0,13
3,0,7,0,39
3,0,8,0,89
3,0,9,0,184
3,0,10,0,266
3,0,11,0,269
3,0,12,0,370
3,0,13,0,324
3,0,14,0,322
3,0,15,0,326
3,0,16,0,193
3,0,17,0,194
3,0,18,0,229
3,0,19,0,228
3,0,20,0,183
3,0,21,0,136
3,0,22,0,103
3,0,23,0,55
3,0,0,1,30
3,0,1,1,12
3,0,2,1,7
3,0,3,1,1
3,0,4,1,10
3,0,5,1,15
3,0,6,1,95
3,0,7,1,267
3,0,8,1,349
3,0,9,1,183
3,0,10,1,124
3,0,11,1,179
3,0,12,1,182
3,0,13,1,151
3,0,14,1,150
3,0,15,1,126
3,0,16,1,282
3,0,17,1,527
3,0,18,1,529
3,0,19,1,416
3,0,20,1,286
3,0,21,1,186
3,0,22,1,147
3,0,23,1,72
3,0,0,2,35
3,0,1,2,14
3,0,2,2,12
3,0,3,2,3
3,0,4,2,7
3,0,5,2,30
3,0,6,2,101
3,0,7,2,343
3,0,8,2,392
3,0,9,2,175
3,0,10,2,144
3,0,11,2,149
3,0,12,2,185
3,0,13,2,175
3,0,14,2,148
3,0,15,2,164
3,0,16,2,285
3,0,17,2,532
3,0,18,2,585
3,0,19,2,371
3,0,20,2,292
3,0,21,2,230
3,0,22,2,155
3,0,23,2,75
3,0,0,3,37
3,0,1,3,17
3,0,2,3,11
3,0,3,3,4
3,0,4,3,5
3,0,5,3,32
3,0,6,3,119
3,0,7,3,305
3,0,8,3,399
3,0,9,3,180
3,0,10,3,113
3,0,11,3,149
3,0,12,3,240
